  objname                       	   mod0 	     vgsr 	dist
  NGC3321                       	32.86	2316	37325016
  NGC3361                       	32.14	1750	26791683
  ESO437-056                    	33.02	2722	40179081
  NGC3414                       	31.99	1420	25003454
  ESO437-072                    	33.8	3131	57543994
  NGC3526                       	31.43	1310	19319683
  NGC3511                       	30.44	916	12246162
  ESO377-010                    	32.97	2670	39264494
  NGC3533                       	33.06	2913	40926066
  NGC3568                       	32.55	2232	32359366
  ESO438-015                    	33.01	3174	39994475
  NGC3556                       	29.96	767	9817479
  NGC3549                       	33.04	2910	40550854
  NGC3623                       	30.55	717	12882496
  NGC3628                       	30.17	763	10814340
  NGC3610                       	32.56	1781	32508730
  NGC3613                       	32.3	2100	28840315
  NGC3646                       	33.78	4191	57016427
  NGC3641                       	32.11	1645	26424088
  NGC3675                       	31.26	797	17864876
  ESO503-022                    	31.85	1698	23442288
  NGC3811                       	33.13	3201	42266861
  ESO439-018                    	35.59	8669	131219990
  ESO266-015                    	33.14	2975	42461956
  ESO439-020                    	34.24	3913	70469307
  UGC06782                      	30.69	490	13740420
  NGC3904                       	32.24	1373	28054336
  ESO572-022                    	32.42	1753	30478950
  NGC3962                       	32.74	1705	35318317
  NGC3941                       	30.41	929	12078138
  ESO572-049                    	32.38	1503	29922646
  NGC4088                       	30.84	815	14723125
  UGC07223                      	33.66	2020	53951062
  UGC07170                      	32.32	2403	29107171
  NGC4168                       	32.67	2213	34197944
  NGC4244                       	28.19	272	4345102
  NGC4262                       	30.92	1317	15275661
  NGC4261                       	32.51	2142	31768741
  NGC4267                       	30.97	925	15631476
  PGC040107                     	32.12	1338	26546056
  ESO380-019                    	33	2756	39810717
  ESO573-014                    	35.12	6701	105681751
  NGC4278                       	31.34	621	18535316
  NGC4348                       	32.5	1900	31622777
  NGC4324                       	31.19	1583	17298164
  IC3253                        	32.19	2528	27415742
  NGC4291                       	32.54	1843	32210688
  NGC4371                       	31.12	855	16749429
  NGC4387                       	31.25	484	17782794
  IC3356                        	30.41	1043	12078138
  NGC4406                       	31.2	-344	17378008
  NGC4467                       	31.04	1323	16143586
  NGC4458                       	31.06	625	16292960
  NGC4472                       	31.1	911	16595869
  NGC4486B                      	31.03	1447	16069413
  NGC4490                       	29.82	632	9204496
  NGC4478                       	31.13	1336	16826741
  NGC4515                       	31.08	916	16443717
  NGC4546                       	30.72	954	13931568
  NGC4551                       	31.03	1150	16069413
  NGC4575                       	32.32	2799	29107171
  PGC042275                     	27.8	318	3630781
  NGC4589                       	32.07	2144	25941794
  NGC4603D                      	32.64	2535	33728731
  NGC4679                       	33.86	4479	59156163
  NGC4649                       	31.16	1059	17060824
  NGC4699                       	31.87	1289	23659197
  NGC4731                       	30.58	1393	13061709
  NGC4742                       	30.93	1162	15346170
  NGC4379                       	30.98	1005	15703628
  ESO323-027                    	33.26	3679	44874539
  NGC0115                       	32.29	1812	28707806
  ESO323-042                    	32.62	4028	33419504
  NGC4800                       	32.3	934	28840315
  NGC4814                       	33.15	2598	42657952
  NGC4835                       	31.52	2007	20137242
  UGC08091                      	26.61	186	2098940
  IC4051                        	35.6	4998	131825674
  NGC4945                       	27.7	386	3467369
  NGC4947A                      	32.58	2425	32809529
  ESO443-041                    	34.31	4722	72777980
  PGC045877                     	32.33	2642	29241524
  NGC5018                       	32.91	2722	38194427
  NGC5005                       	31.66	997	21478305
  NGC5022                       	32.77	2870	35809644
  ESO576-011                    	32.56	2636	32508730
  IC4231                        	32.23	2131	27925438
  IC4237                        	32.14	2541	26791683
  PGC091705                     	34.72	5577	87902252
  ESO509-074                    	32.71	2475	34833732
  ESO040-012                    	32.91	2479	38194427
  ESO445-015                    	34.36	4248	74473197
  NGC5248                       	30.39	1127	11967405
  IC4296                        	33.58	3642	51999600
  ESO444-086                    	33.97	3908	62230029
  NGC5308                       	32.27	2142	28444611
  ESO383-067                    	33.24	3963	44463127
  NGC5322                       	32.45	1928	30902954
  ESO383-088                    	33.63	4106	53210826
  ESO001-006                    	32.41	2054	30338912
  ESO271-022                    	33.07	2876	41114972
  ESO446-023                    	35.37	6823	118576875
  NGC5485                       	32.05	2027	25703958
  NGC5576                       	32.01	1414	25234808
  NGC5638                       	32.08	1650	26061535
  ESO447-019                    	33.2	3769	43651583
  ESO041-006                    	31.21	2397	17458222
  ESO447-023                    	33.55	3681	51286138
  NGC5592                       	33.49	4240	49888449
  ESO446-051                    	35.12	7117	105681751
  UGC09242                      	31.93	1561	24322040
  NGC5705                       	31.6	1747	20892961
  ESO022-003                    	32.74	2571	35318317
  IC4468                        	32.17	2378	27164393
  PGC052809                     	31.13	2140	16826741
  ESO580-049                    	33.6	3919	52480746
  NGC5831                       	32.15	1640	26915348
  NGC5812                       	32.13	1899	26668587
  NGC5833                       	32.52	2875	31915379
  NGC5879                       	31.04	913	16143586
  NGC5963                       	32.65	819	33884416
  NGC5903                       	32.63	2506	33573761
  ESO582-004                    	32.81	2177	36475395
  ESO387-026                    	33.75	4285	56234133
  ESO582-012                    	31.91	2271	24099054
  ESO329-007                    	34	4523	63095734
  UGC10205                      	35.87	6691	149279441
  NGC5962                       	32.54	2040	32210688
  NGC5967                       	32.62	2762	33419504
  NGC5982                       	32.88	2993	37670380
  ESO516-008                    	35	7096	100000000
  IC4555                        	32.06	2503	25822602
  NGC6181                       	32.63	2489	33573761
  NGC6411                       	33.86	3947	59156163
  NGC6300                       	30.15	997	10715193
  ESO009-010                    	32.16	2259	27039584
  NGC6574                       	32.95	2444	38904514
  NGC6684                       	30.7	773	13803843
  NGC0134                       	31.25	1565	17782794
  NGC6744                       	29.8	758	9120108
  IC4889                        	32.31	2501	28973436
  ESO397-018                    	34.09	5432	65765784
  NGC6822                       	23.32	44	461318
  NGC6851                       	32.77	3022	35809644
  NGC6868                       	32.14	2922	26791683
  ESO527-019                    	32.98	3189	39445730
  NGC6909                       	32.73	2758	35156044
  IC5007                        	32.56	2766	32508730
  IC5078                        	31.51	1573	20044720
  NGC7097                       	32.53	2598	32062693
  NGC7144                       	31.93	1896	24322040
  NGC7145                       	31.83	1863	23227368
  NGC7171                       	33.2	2823	43651583
  NGC7192                       	32.87	2869	37497300
  NGC7247                       	32.32	2535	29107171
  ESO533-004                    	32.86	2648	37325016
  NGC7218                       	32	1752	25118864
  ESO602-015                    	33.21	2752	43853070
